,user_token,vis_condition,duration_seconds,duration_minutes,cogRef_dirt,cogRef_emily,cogRef_farmer,cogRef_race,ans_time,defConf_0,defConf_1,defConf_10,defConf_11,defConf_2,defConf_3,defConf_4,defConf_5,defConf_6,defConf_7,defConf_8,defConf_9,defConf_start,defConf_ans_time,defConf_defConf_0,defConf_defConf_1,defConf_defConf_10,defConf_defConf_11,defConf_defConf_2,defConf_defConf_3,defConf_defConf_4,defConf_defConf_5,defConf_defConf_6,defConf_defConf_7,defConf_defConf_8,defConf_defConf_9,defConf_defConf_start,dmg_ans_time,dmg_dmg_age,dmg_dmg_education,dmg_dmg_gender,dmg_dmg_pliticalAff,dmg_dmg_race,dmg_dmg_start,episBel_ans_time,episBel_episBel_0,episBel_episBel_1,episBel_episBel_10,episBel_episBel_11,episBel_episBel_2,episBel_episBel_3,episBel_episBel_4,episBel_episBel_5,episBel_episBel_6,episBel_episBel_7,episBel_episBel_8,episBel_episBel_9,episBel_episBel_start,defensive_confidence,EB.feel,EB.evidence,EB.political,X.1,X.y,crt_dirt,crt_dirt_correct,crt_dirt_intuitive,crt_dirt_other,crt_emily,crt_emily_correct,crt_emily_intuitive,crt_emily_other,crt_farmer,crt_farmer_correct,crt_farmer_intuitive,crt_farmer_other,crt_race,crt_race_correct,crt_race_intuitive,crt_race_other,filter,crt_correct,crt_intuitive
17,b3126809-6b3e-4d1f-a392-6d14d9fe5c96,hop,2316.567,38.60945,27,Emily,8,Second,2055,5,4,4,1,2,1,3,3,4,4,3,2,1.64765E+12,2055,5,4,4,5,4,5,3,3,4,4,3,4,1.64765E+12,5644,71,Post-graduate degree,Female,Extremely liberal,White,1.64765E+12,2494,2,5,5,1,1,3,5,1,3,5,3,3,1.64765E+12,48,2.75,5,1.5,17,16,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,3,1
18,441e8d34-afc6-4c50-b191-edb944b91c60,uncertainty,2799.025,46.65041667,27,Emily,8,2,3358,3,3,3,3,4,4,2,3,2,2,2,4,1.64765E+12,3358,3,3,3,3,2,2,2,3,2,2,2,2,1.64765E+12,4886,56,"Some college, no degree",Male,Extremely liberal,White,1.64765E+12,3669,4,5,5,2,1,3,5,1,3,5,2,2,1.64765E+12,29,3,5,1.5,18,17,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,3,1
19,1614f388-8f27-4958-ab23-33ce6afb0de2,scatter,3463.659,57.72765,0,emily,8,second,1929,4,3,5,1,1,2,3,5,4,4,3,4,1.64765E+12,1929,4,3,5,5,5,4,3,5,4,4,3,2,1.64765E+12,686,29,"Some college, no degree",Male,Slightly liberal,Black or African American,1.64765E+12,2019,3,4,1,3,3,4,2,4,4,3,5,4,1.64765E+12,47,3.75,2.5,3.75,19,18,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,4,0
20,6f42fb93-d176-4843-8da3-a2390ef94381,hop,1690.229,28.17048333,18,June,8,second,1495,4,3,3,2,2,2,1,2,3,3,2,1,1.64765E+12,1495,4,3,3,4,4,4,1,2,3,3,2,5,1.64765E+12,1900,29,College degree,Male,Extremely liberal,Black or African American,1.64765E+12,1748,1,5,5,1,1,3,5,1,1,5,1,2,1.64765E+12,38,1.75,5,1,20,19,FALSE,0,0,1,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,FALSE,2,1
21,a852b710-4360-4cab-944e-9347e26e75cb,uncertainty,564.159,9.40265,3,June,8,2nd,1295,5,5,5,2,1,2,3,4,4,4,4,1,1.64798E+12,1295,5,5,5,4,5,4,3,4,4,4,4,5,1.64798E+12,1800,31,"Some college, no degree",Male,Extremely conservative,White,1.64798E+12,903,2,4,3,3,2,3,4,2,2,4,2,3,1.64798E+12,52,2.5,3.75,2.25,21,20,FALSE,0,0,1,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,FALSE,2,1
22,1e85b2ca-ecae-4c61-94c6-af37bfb57824,scatter,720.281,12.00468333,27,Emily,8,second,897,4,4,5,2,2,3,3,4,4,3,4,3,1.64798E+12,897,4,4,5,4,4,3,3,4,4,3,4,3,1.64798E+12,4679,31,College degree,Female,Extremely conservative,White,1.64798E+12,929,4,4,4,3,2,3,5,4,3,3,3,4,1.64798E+12,45,3.5,4,3,22,21,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,3,1
23,15032dcf-a646-4e4c-ae60-aea078d4f05c,hop,823.203,13.72005,27,june,7,first,1618,5,4,5,1,1,1,3,5,5,5,5,2,1.64798E+12,1618,5,4,5,5,5,5,3,5,5,5,5,4,1.64798E+12,1672,46,College degree,Female,Conservative,White,1.64798E+12,1195,4,5,4,5,4,4,5,3,3,5,5,3,1.64798E+12,56,3.5,4.75,4.25,23,22,TRUE,0,1,0,TRUE,0,1,0,TRUE,0,1,0,TRUE,0,1,0,TRUE,0,4
24,4580d648-4fe3-41b7-ade9-2d993878e04e,scatter,1359.882,22.6647,27,June,8,second,1176,4,4,4,4,2,2,3,4,4,4,4,2,1.64798E+12,1176,4,4,4,2,4,4,3,4,4,4,4,4,1.64798E+12,1468,67,"Some college, no degree",Male,Conservative,White,1.64798E+12,1077,4,4,4,2,2,3,4,2,4,3,2,4,1.64798E+12,45,3.75,3.75,2,24,23,TRUE,0,1,0,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,2,2
25,664a85d2-ab29-40ad-bcaf-a12a60c456bd,uncertainty,838.8,13.98,0,emily,8,second,3780,3,3,2,4,4,4,2,2,2,2,2,4,1.64798E+12,3780,3,3,2,2,2,2,2,2,2,2,2,2,1.64798E+12,1339,31,College degree,Male,"Don’t know, haven’t thought about it",Black or African American,1.64798E+12,1354,2,4,4,2,2,1,4,2,2,4,3,2,1.64798E+12,26,1.75,4,2.25,25,24,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,4,0
26,d85c74cd-6a72-4783-91e2-a5adb1186816,scatter,1147.769,19.12948333,3,Emily,8,2,2385,5,5,5,1,1,1,5,5,5,5,3,1,1.64798E+12,2385,5,5,5,5,5,5,5,5,5,5,3,5,1.64798E+12,1635,37,College degree,Male,Conservative,White,1.64798E+12,997,3,5,5,1,1,3,5,1,3,5,1,1,1.64798E+12,58,2.5,5,1,26,25,FALSE,0,0,1,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,FALSE,3,0
27,5891fd05-3745-430c-93fd-dfe69865466b,scatter,1097.273,18.28788333,27,Emily,8,first,1912,5,4,5,1,1,1,4,4,4,4,4,2,1.64798E+12,1912,5,4,5,5,5,5,4,4,4,4,4,4,1.64798E+12,1771,40,Post-graduate degree,Female,Extremely liberal,White,1.64798E+12,1869,4,5,3,4,2,4,4,3,4,4,4,4,1.64798E+12,53,4,4,3.25,27,26,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,2,2
28,88304592-f432-4327-a298-eca045e59b38,scatter,688.932,11.4822,3,Emily,8,second,840,4,5,5,1,2,3,2,5,5,4,4,1,1.64798E+12,840,4,5,5,5,4,3,2,5,5,4,4,5,1.64798E+12,1283,23,College degree,Male,Extremely liberal,White,1.64798E+12,911,4,5,5,4,4,3,5,5,3,4,5,3,1.64798E+12,51,3.25,4.75,4.5,28,27,FALSE,0,0,1,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,FALSE,3,0
29,2f5b644e-c214-433c-a906-1f208d29ee55,scatter,846.107,14.10178333,9,emily,8,second,2094,4,4,4,2,2,2,3,3,2,4,3,2,1.64798E+12,2094,4,4,4,4,4,4,3,3,2,4,3,4,1.64798E+12,3087,37,"Some college, no degree",Male,Liberal,White,1.64798E+12,1887,3,5,5,2,2,3,5,2,3,5,2,3,1.64798E+12,43,3,5,2,29,28,FALSE,0,0,1,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,FALSE,3,0
30,f856f9c2-1c34-49ef-a583-63dcf70a528b,scatter,729.127,12.15211667,9,Emily,8,Second,459,3,3,3,3,3,3,3,3,3,3,3,3,1.64798E+12,459,3,3,3,3,3,3,3,3,3,3,3,3,1.64798E+12,2525,25,"Some college, no degree",Female,Slightly liberal,Black or African American,1.64798E+12,617,3,3,3,3,2,3,3,3,3,3,3,3,1.64798E+12,36,3,3,2.75,30,29,FALSE,0,0,1,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,FALSE,3,0
31,3160ddbb-f0ff-4e3f-a67b-6a083e55297a,uncertainty,1288.705,21.47841667,0,Emily,8,second,1095,4,4,4,2,3,3,1,4,3,4,3,3,1.64798E+12,1095,4,4,4,4,3,3,1,4,3,4,3,3,1.64798E+12,4433,38,Post-graduate degree,Male,Extremely liberal,White,1.64798E+12,928,2,5,5,1,2,3,5,1,3,5,1,3,1.64798E+12,40,2.75,5,1.25,31,30,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,4,0
32,f026b402-87f5-47dd-ae7d-2c5e66d4f0e7,uncertainty,801.146,13.35243333,27,Emily,7,second,888,3,3,3,3,2,3,2,3,2,3,3,4,1.64798E+12,888,3,3,3,3,4,3,2,3,2,3,3,2,1.64798E+12,1606,37,College degree,Male,Slightly conservative,White,1.64798E+12,1721,2,4,4,2,2,3,4,2,4,4,2,3,1.64798E+12,34,3,4,2,32,31,TRUE,0,1,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,1,0,0,TRUE,2,2
33,cff85a00-252a-4261-8f55-fe9d433449a0,uncertainty,1069.01,17.81683333,3,Emily,8,second,1655,5,3,5,1,1,1,3,4,4,5,4,1,1.64798E+12,1655,5,3,5,5,5,5,3,4,4,5,4,5,1.64798E+12,3323,66,Post-graduate degree,Male,Conservative,White,1.64798E+12,1795,2,5,3,2,2,3,4,2,3,5,3,3,1.64798E+12,53,2.75,4.25,2.25,33,32,FALSE,0,0,1,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,FALSE,3,0
34,e6c55f67-2af1-454e-bb1f-ddc9616b8158,scatter,817.886,13.63143333,27,Emily,8,second,1464,4,4,4,1,1,1,4,4,4,4,1,1,1.64798E+12,1464,4,4,4,5,5,5,4,4,4,4,1,5,1.64798E+12,4049,38,College degree,Male,Liberal,Asian,1.64798E+12,3026,4,5,5,1,1,3,5,1,3,5,1,4,1.64798E+12,49,3.5,5,1,34,33,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,3,1
35,be512970-af96-4c29-a56a-e2ae44984ee9,uncertainty,1163.781,19.39635,9,June,8,first,1598,4,4,4,1,1,1,3,4,4,4,4,2,1.64798E+12,1598,4,4,4,5,5,5,3,4,4,4,4,4,1.64798E+12,2038,40,"Some college, no degree",Male,Liberal,White,1.64798E+12,1999,3,5,5,1,1,3,5,1,2,5,1,2,1.64798E+12,50,2.5,5,1,35,34,FALSE,0,0,1,TRUE,0,1,0,TRUE,1,0,0,TRUE,0,1,0,FALSE,1,2
36,cf0f2307-5a0d-430c-9a9a-e3aa8c6f2ea6,hop,931.426,15.52376667,0,Emily,8,second,1195,4,3,4,3,1,3,2,3,4,4,4,1,1.64798E+12,1195,4,3,4,3,5,3,2,3,4,4,4,5,1.64798E+12,2168,47,Post-graduate degree,Male,"Moderate, middle of road",White,1.64798E+12,2096,4,5,4,4,4,2,5,4,3,5,4,2,1.64798E+12,44,2.75,4.75,4,36,35,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,4,0
37,d7ed8bb4-c5eb-4057-b20c-c08a06ee1386,uncertainty,1171.036,19.51726667,27,June,8,1,1222,3,3,4,1,1,1,3,5,3,3,4,1,1.64798E+12,1222,3,3,4,5,5,5,3,5,3,3,4,5,1.64798E+12,1816,18,High school (grades 9-12),Female,"Don’t know, haven’t thought about it",Other,1.64798E+12,1147,4,3,3,3,3,4,3,2,3,2,3,3,1.64798E+12,48,3.5,2.75,2.75,37,36,TRUE,0,1,0,TRUE,0,1,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,1,3
38,640b13e8-568d-47aa-a94e-57f29dd597df,hop,1499.868,24.9978,27,June,8,1,2433,4,4,4,2,2,2,3,4,3,3,2,1,1.64798E+12,2433,4,4,4,4,4,4,3,4,3,3,2,5,1.64798E+12,2414,64,College degree,Male,"Moderate, middle of road",White,1.64798E+12,2917,4,4,4,2,3,4,4,2,4,4,2,3,1.64798E+12,44,3.75,4,2.25,38,37,TRUE,0,1,0,TRUE,0,1,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,1,3
39,1b055be2-f006-4ca4-819f-df5616350a55,scatter,1191.106,19.85176667,27,Emly,8,first,1308,5,4,5,1,2,2,3,5,5,5,5,2,1.64798E+12,1308,5,4,5,5,4,4,3,5,5,5,5,4,1.64798E+12,1503,76,College degree,Male,Liberal,White,1.64798E+12,2338,3,5,4,1,3,4,5,1,3,5,1,1,1.64798E+12,54,2.75,4.75,1.5,39,38,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,2,2
40,f94efaea-aea4-4eea-af93-ec5678ee4529,uncertainty,1091.458,18.19096667,27,Emily,8,first,4694,4,4,5,5,1,1,4,4,4,4,4,2,1.64798E+12,4694,4,4,5,1,5,5,4,4,4,4,4,4,1.64798E+12,2558,37,Post-graduate degree,Female,Slightly liberal,White,1.64798E+12,2072,4,4,4,4,2,4,4,2,4,3,4,4,1.64798E+12,48,4,3.75,3,40,39,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,2,2
41,012e1608-bb43-422d-9a6d-df1fa5820129,uncertainty,1069.526,17.82543333,0,Emily,8,2,4209,4,4,5,2,2,3,3,4,3,4,3,1,1.64798E+12,4209,4,4,5,4,4,3,3,4,3,4,3,5,1.64798E+12,4270,39,College degree,Male,Liberal,White,1.64798E+12,1435,3,5,5,1,1,3,5,1,2,5,2,3,1.64798E+12,46,2.75,5,1.25,41,40,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,4,0
42,520f9bd2-0094-4ece-8262-5037ddabdb8a,scatter,1231.585,20.52641667,27,Emily,8,second,1693,4,4,4,2,3,3,2,4,4,4,4,2,1.64798E+12,1693,4,4,4,4,3,3,2,4,4,4,4,4,1.64798E+12,1535,48,"Some college, no degree",Male,Extremely liberal,White,1.64798E+12,2540,2,5,5,1,1,2,5,1,2,5,1,2,1.64798E+12,44,2,5,1,42,41,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,3,1
43,54344687-1baa-480a-b4d0-6f8908ed2ee7,hop,1065.038,17.75063333,27,Emily,7,1st,3609,4,5,4,3,1,3,3,3,4,4,3,1,1.64798E+12,3609,4,5,4,3,5,3,3,3,4,4,3,5,1.64798E+12,5031,34,High school (grades 9-12),Female,Extremely conservative,White,1.64798E+12,3917,3,5,5,1,1,4,5,1,4,5,4,3,1.64798E+12,46,3.5,5,1.75,43,42,TRUE,0,1,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,0,1,0,TRUE,1,3
44,ba5ea6c0-4417-49ff-98b1-64bd5a79015d,scatter,1692.062,28.20103333,0,Emily,8,second,1729,5,5,5,1,2,2,3,4,4,4,2,1,1.64798E+12,1729,5,5,5,5,4,4,3,4,4,4,2,5,1.64798E+12,1762,33,"Some college, no degree",Female,Liberal,White,1.64798E+12,1438,3,5,5,2,1,3,5,1,3,5,1,3,1.64798E+12,50,3,5,1.25,44,43,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,4,0
45,c288dd4b-50cb-48ef-977b-83d3b755a168,uncertainty,1538.448,25.6408,27,June,8,first ,1262,4,3,4,2,2,2,3,2,2,3,3,3,1.64798E+12,1262,4,3,4,4,4,4,3,2,2,3,3,3,1.64798E+12,5777,28,College degree,Female,Extremely liberal,White,1.64798E+12,3819,3,3,4,3,4,3,4,4,3,3,3,3,1.64798E+12,39,3,3.5,3.5,45,44,TRUE,0,1,0,TRUE,0,1,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,1,3
46,4d16afdc-8c5d-4416-841f-589a52e5f1e6,hop,1258.783,20.97971667,27,Emily,8,2,20357,4,4,5,1,1,1,3,4,4,5,4,2,1.64798E+12,20357,4,4,5,5,5,5,3,4,4,5,4,4,1.64798E+12,3876,45,"Some college, no degree",Male,Conservative,White,1.64798E+12,1681,4,5,5,1,1,2,5,1,2,5,1,2,1.64798E+12,52,2.5,5,1,46,45,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,3,1
47,0a667eb1-9d80-429f-83ec-141a45ffc6f3,uncertainty,1055.051,17.58418333,27,emily,8,1st,876,5,5,5,1,2,2,3,4,4,5,4,1,1.64798E+12,876,5,5,5,5,4,4,3,4,4,5,4,5,1.64798E+12,2339,23,College degree,Female,Extremely liberal,White,1.64798E+12,864,4,5,5,4,4,3,5,3,3,4,3,3,1.64798E+12,53,3.25,4.75,3.5,47,46,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,0,1,0,TRUE,2,2
48,6f22c172-781f-4073-9028-2ebd4fc6636c,uncertainty,1270.96,21.18266667,27,Emily,8,second,1637,5,4,5,1,1,1,3,5,4,5,3,2,1.64798E+12,1637,5,4,5,5,5,5,3,5,4,5,3,4,1.64798E+12,1924,52,"Some college, no degree",Male,Liberal,Asian,1.64798E+12,1714,3,5,5,1,2,3,5,2,4,5,2,3,1.64798E+12,53,3.25,5,1.75,48,47,TRUE,0,1,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,1,0,0,TRUE,3,1
