,user_token,topic,post_belief,post_CI_lower,post_CI_upper,var,true_correlation,vis_condition,pre_belief,pre_CI_lower,pre_CI_upper,belief_difference,abs_belief_difference,pre_uncertainty,post_uncertainty,uncertainty_difference,abs_uncertainty_difference,pre_belief_distance,abs_pre_belief_distance,abs_belief_diff_to_belief_dist_portion,pre_attitude,post_attitude,pre_attitude_adjusted,pre_attitude_strength,post_attitude_adjusted,post_attitude_strength,pre_attitude_uncertainty,post_attitude_uncertainty
10,4716eeb7-d35f-4745-aaa0-b3b89669e338,union,-0.025353622,-0.044517796,-0.006189449,Union Membership Rate_Income Inequality,-0.016484732,hop,-0.418640801,-0.508512924,-0.328768678,0.393287179,0.393287179,0.179744246,0.038328347,-0.141415899,0.141415899,0.402156069,0.402156069,0.977946645,8.667073733,8.636704593,3.667073733,3.667073733,3.636704593,3.636704593,0.349244175,0.182214836
11,4716eeb7-d35f-4745-aaa0-b3b89669e338,union,-0.480009938,-0.510227059,-0.449792816,Union Membership Rate_Proportion Uninsured,-0.515061859,hop,0.455536344,0.332598319,0.578474369,-0.935546282,0.935546282,0.245876051,0.060434243,-0.185441808,0.185441808,-0.970598203,0.970598203,0.96388627,8.667073733,8.636704593,3.667073733,3.667073733,3.636704593,3.636704593,0.349244175,0.182214836
12,cf4ca333-21e7-4d43-8ae4-69c026f32429,covid,0.103501472,-0.167793638,0.374796582,Vaccination Rate_Infection Rate,0.591449723,scatter,-0.667158927,-0.89250134,-0.441816515,0.7706604,0.7706604,0.450684825,0.54259022,0.091905395,0.091905395,1.25860865,1.25860865,0.61231138,8.956567038,8.956567038,3.956567038,3.956567038,3.956567038,3.956567038,,0.031879232
13,cf4ca333-21e7-4d43-8ae4-69c026f32429,covid,0.088116673,-0.101157169,0.277390515,Vaccination Rate_Adverse Vaccination Events,0.141784191,scatter,-0.007729838,-0.252623388,0.237163712,0.095846512,0.095846512,0.4897871,0.378547684,-0.111239416,0.111239416,0.14951403,0.14951403,0.641053631,8.956567038,8.956567038,3.956567038,3.956567038,3.956567038,3.956567038,,0.031879232
14,cf4ca333-21e7-4d43-8ae4-69c026f32429,covid,-0.157836411,-0.301760002,-0.013912819,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,-0.192974492,-0.685952926,0.300003942,0.035138081,0.035138081,0.985956868,0.287847184,-0.698109684,0.698109684,0.052087099,0.052087099,0.67460238,8.956567038,8.956567038,3.956567038,3.956567038,3.956567038,3.956567038,,0.031879232
15,cf4ca333-21e7-4d43-8ae4-69c026f32429,covid,-0.554529104,-0.909337875,-0.199720334,Vaccination Rate_Death Rate,-0.687874271,scatter,-0.428863048,-0.79224186,-0.065484237,-0.125666056,0.125666056,0.726757622,0.70961754,-0.017140082,0.017140082,-0.259011222,0.259011222,0.485176105,8.956567038,8.956567038,3.956567038,3.956567038,3.956567038,3.956567038,,0.031879232
16,cf4ca333-21e7-4d43-8ae4-69c026f32429,covid,-0.23185798,-0.511814016,0.048098057,Vaccination Rate_Case Density,-0.337427469,scatter,-0.110126073,-0.643838809,0.423586663,-0.121731907,0.121731907,1.067425472,0.559912073,-0.507513399,0.507513399,-0.227301395,0.227301395,0.535552834,8.956567038,8.956567038,3.956567038,3.956567038,3.956567038,3.956567038,,0.031879232
17,cf4ca333-21e7-4d43-8ae4-69c026f32429,covid,-0.71077522,-1,-0.372795148,Vaccination Rate_Test Positivity Ratio,-0.543364649,scatter,-0.135570855,-0.297355445,0.026213734,-0.575204364,0.575204364,0.323569179,0.627204852,0.303635674,0.303635674,-0.407793794,0.407793794,1.410527508,8.956567038,8.956567038,3.956567038,3.956567038,3.956567038,3.956567038,,0.031879232
18,cf4ca333-21e7-4d43-8ae4-69c026f32429,union,-0.496889987,-0.648055831,-0.345724143,Union Membership Rate_Proportion Uninsured,-0.515061859,scatter,-0.411079356,-0.890447751,0.068289038,-0.085810631,0.085810631,0.958736789,0.302331688,-0.656405101,0.656405101,-0.103982503,0.103982503,0.82524106,8.071918361,8.063948554,3.071918361,3.071918361,3.063948554,3.063948554,0.541946937,0.255033853
19,cf4ca333-21e7-4d43-8ae4-69c026f32429,union,-0.14058939,-0.297770029,0.016591248,Union Membership Rate_State GDP Growth,-0.113353841,scatter,-0.109534648,-0.503340585,0.284271289,-0.031054742,0.031054742,0.787611875,0.314361277,-0.473250598,0.473250598,-0.003819193,0.003819193,8.131231628,8.071918361,8.063948554,3.071918361,3.071918361,3.063948554,3.063948554,0.541946937,0.255033853
20,cf4ca333-21e7-4d43-8ae4-69c026f32429,union,-0.012838985,-0.101564082,0.075886112,Union Membership Rate_Income Inequality,-0.016484732,scatter,0.00645726,-0.782403216,0.795317735,-0.019296244,0.019296244,1.577720951,0.177450193,-1.400270758,1.400270758,-0.022941991,0.022941991,0.841088471,8.071918361,8.063948554,3.071918361,3.071918361,3.063948554,3.063948554,0.541946937,0.255033853
21,cf4ca333-21e7-4d43-8ae4-69c026f32429,union,0.285296265,0.16319029,0.40740224,Union Membership Rate_Median Income,0.460953319,scatter,0.019908599,-0.534636692,0.57445389,0.265387666,0.265387666,1.109090582,0.24421195,-0.864878631,0.864878631,0.44104472,0.44104472,0.601725072,8.071918361,8.063948554,3.071918361,3.071918361,3.063948554,3.063948554,0.541946937,0.255033853
22,cf4ca333-21e7-4d43-8ae4-69c026f32429,union,-0.302078269,-0.510259862,-0.093896677,Union Membership Rate_Poverty Rate,-0.415636848,scatter,-0.259205096,-0.815174073,0.296763881,-0.042873173,0.042873173,1.111937955,0.416363186,-0.695574769,0.695574769,-0.156431752,0.156431752,0.274069508,8.071918361,8.063948554,3.071918361,3.071918361,3.063948554,3.063948554,0.541946937,0.255033853
23,cf4ca333-21e7-4d43-8ae4-69c026f32429,union,-0.09514538,-0.253906135,0.063615376,Union Membership Rate_Unemployment Rate,0.125821494,scatter,0.091983837,-0.980158169,1,-0.187129217,0.187129217,1.980158169,0.317521511,-1.662636658,1.662636658,0.033837657,0.033837657,5.530206121,8.071918361,8.063948554,3.071918361,3.071918361,3.063948554,3.063948554,0.541946937,0.255033853
24,c37d9467-2551-419d-a9ae-b00353e23c98,union,0.088113954,-0.32180745,0.498035358,Union Membership Rate_Unemployment Rate,0.125821494,scatter,-0.000484232,-0.40053515,0.399566686,0.088598186,0.088598186,0.800101836,0.819842808,0.019740972,0.019740972,0.126305726,0.126305726,0.70145819,6.165304213,7.579605022,1.165304213,1.165304213,2.579605022,2.579605022,2.330608377,2.09157162
25,c37d9467-2551-419d-a9ae-b00353e23c98,union,-0.535656035,-1,0.297989922,Union Membership Rate_Proportion Uninsured,-0.515061859,scatter,-0.589608589,-0.592349971,-0.586867207,0.053952553,0.053952553,0.005482764,1.297989922,1.292507158,1.292507158,0.074546729,0.074546729,0.723741386,6.165304213,7.579605022,1.165304213,1.165304213,2.579605022,2.579605022,2.330608377,2.09157162
26,c37d9467-2551-419d-a9ae-b00353e23c98,union,0.515162124,-0.183718002,1,Union Membership Rate_Median Income,0.460953319,scatter,0.486354208,-0.06509094,1,0.028807915,0.028807915,1.06509094,1.183718002,0.118627063,0.118627063,-0.025400889,0.025400889,1.134130203,6.165304213,7.579605022,1.165304213,1.165304213,2.579605022,2.579605022,2.330608377,2.09157162
27,c37d9467-2551-419d-a9ae-b00353e23c98,union,-0.101613029,-0.392023984,0.188797926,Union Membership Rate_State GDP Growth,-0.113353841,scatter,-0.04356449,-1,0.91287102,-0.058048539,0.058048539,1.91287102,0.58082191,-1.33204911,1.33204911,-0.069789351,0.069789351,0.831767855,6.165304213,7.579605022,1.165304213,1.165304213,2.579605022,2.579605022,2.330608377,2.09157162
28,c37d9467-2551-419d-a9ae-b00353e23c98,union,-0.287896935,-1,0.516311361,Union Membership Rate_Poverty Rate,-0.415636848,scatter,0.129836423,-0.571863021,0.831535867,-0.417733358,0.417733358,1.403398888,1.516311361,0.112912473,0.112912473,-0.545473271,0.545473271,0.765818199,6.165304213,7.579605022,1.165304213,1.165304213,2.579605022,2.579605022,2.330608377,2.09157162
29,c37d9467-2551-419d-a9ae-b00353e23c98,union,-0.02834431,-0.383172184,0.326483565,Union Membership Rate_Income Inequality,-0.016484732,scatter,-0.180509302,-0.613680191,0.252661586,0.152164993,0.152164993,0.866341777,0.709655749,-0.156686028,0.156686028,0.164024571,0.164024571,0.927696333,6.165304213,7.579605022,1.165304213,1.165304213,2.579605022,2.579605022,2.330608377,2.09157162
30,c37d9467-2551-419d-a9ae-b00353e23c98,covid,-0.494814055,-0.74292054,-0.24670757,Vaccination Rate_Death Rate,-0.687874271,scatter,-0.415922184,-0.82406362,-0.007780749,-0.078891871,0.078891871,0.816282871,0.49621297,-0.320069901,0.320069901,-0.271952086,0.271952086,0.290094743,7.987959481,7.977999617,2.987959481,2.987959481,2.977999617,2.977999617,1.294782431,1.075665405
31,c37d9467-2551-419d-a9ae-b00353e23c98,covid,-0.434406987,-0.724801943,-0.14401203,Vaccination Rate_Case Density,-0.337427469,scatter,-0.707888364,-1,-0.050277433,0.273481377,0.273481377,0.949722567,0.580789913,-0.368932654,0.368932654,0.370460895,0.370460895,0.738219285,7.987959481,7.977999617,2.987959481,2.987959481,2.977999617,2.977999617,1.294782431,1.075665405
32,c37d9467-2551-419d-a9ae-b00353e23c98,covid,0.624046273,0.24543389,1,Vaccination Rate_Infection Rate,0.591449723,scatter,-0.651363445,-1,-0.30272689,1.275409718,1.275409718,0.69727311,0.75456611,0.057293,0.057293,1.242813168,1.242813168,1.026228037,7.987959481,7.977999617,2.987959481,2.987959481,2.977999617,2.977999617,1.294782431,1.075665405
33,c37d9467-2551-419d-a9ae-b00353e23c98,covid,-0.428440276,-0.676035365,-0.180845186,Vaccination Rate_Test Positivity Ratio,-0.543364649,scatter,-0.229623776,-0.65714783,0.197900278,-0.1988165,0.1988165,0.855048108,0.495190179,-0.359857929,0.359857929,-0.313740873,0.313740873,0.633696521,7.987959481,7.977999617,2.987959481,2.987959481,2.977999617,2.977999617,1.294782431,1.075665405
34,c37d9467-2551-419d-a9ae-b00353e23c98,covid,-0.149846098,-0.574820127,0.275127932,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,scatter,-0.752686837,-1,-0.505373673,0.602840739,0.602840739,0.494626327,0.849948059,0.355321732,0.355321732,0.611799444,0.611799444,0.985356794,7.987959481,7.977999617,2.987959481,2.987959481,2.977999617,2.977999617,1.294782431,1.075665405
35,c37d9467-2551-419d-a9ae-b00353e23c98,covid,0.104114867,-0.081891356,0.290121089,Vaccination Rate_Adverse Vaccination Events,0.141784191,scatter,0.296037985,0.09310338,0.49897259,-0.191923118,0.191923118,0.40586921,0.372012445,-0.033856765,0.033856765,-0.154253794,0.154253794,1.244203554,7.987959481,7.977999617,2.987959481,2.987959481,2.977999617,2.977999617,1.294782431,1.075665405
36,69324df5-f807-47fe-8dd0-8a7db9b76270,covid,-0.231644131,-0.457072469,-0.006215792,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,uncertainty,0.863396818,0.771491195,0.95530244,-1.095040948,1.095040948,0.183811245,0.450856677,0.267045432,0.267045432,-1.00428421,1.00428421,1.090369576,8.964026237,8.964026237,3.964026237,3.964026237,3.964026237,3.964026237,7.914226913,7.894307183
37,69324df5-f807-47fe-8dd0-8a7db9b76270,covid,-0.586098547,-0.698641592,-0.473555503,Vaccination Rate_Death Rate,-0.687874271,uncertainty,-0.481067678,-0.700422626,-0.26171273,-0.105030869,0.105030869,0.438709896,0.225086089,-0.213623807,0.213623807,-0.206806593,0.206806593,0.507870025,8.964026237,8.964026237,3.964026237,3.964026237,3.964026237,3.964026237,7.914226913,7.894307183
38,69324df5-f807-47fe-8dd0-8a7db9b76270,covid,-0.58053799,-0.806551602,-0.354524377,Vaccination Rate_Case Density,-0.337427469,uncertainty,0.230824208,-0.078908776,0.540557193,-0.811362198,0.811362198,0.619465969,0.452027225,-0.167438744,0.167438744,-0.568251677,0.568251677,1.427821916,8.964026237,8.964026237,3.964026237,3.964026237,3.964026237,3.964026237,7.914226913,7.894307183
39,69324df5-f807-47fe-8dd0-8a7db9b76270,covid,0.124856394,-0.043175101,0.292887889,Vaccination Rate_Adverse Vaccination Events,0.141784191,uncertainty,0.482464503,0.278087483,0.686841523,-0.357608109,0.357608109,0.408754041,0.336062989,-0.072691051,0.072691051,-0.340680312,0.340680312,1.049688217,8.964026237,8.964026237,3.964026237,3.964026237,3.964026237,3.964026237,7.914226913,7.894307183
40,69324df5-f807-47fe-8dd0-8a7db9b76270,covid,0.363881287,0.098624323,0.629138251,Vaccination Rate_Infection Rate,0.591449723,uncertainty,-0.424589359,-0.641979046,-0.207199671,0.788470646,0.788470646,0.434779375,0.530513928,0.095734553,0.095734553,1.016039081,1.016039081,0.776023935,8.964026237,8.964026237,3.964026237,3.964026237,3.964026237,3.964026237,7.914226913,7.894307183
41,69324df5-f807-47fe-8dd0-8a7db9b76270,covid,-0.447210307,-0.691693305,-0.20272731,Vaccination Rate_Test Positivity Ratio,-0.543364649,uncertainty,0.008899525,-0.093377585,0.111176634,-0.456109832,0.456109832,0.204554219,0.488965996,0.284411777,0.284411777,-0.552264174,0.552264174,0.825890676,8.964026237,8.964026237,3.964026237,3.964026237,3.964026237,3.964026237,7.914226913,7.894307183
42,69324df5-f807-47fe-8dd0-8a7db9b76270,union,0.002666777,-0.26000421,0.265337763,Union Membership Rate_Income Inequality,-0.016484732,uncertainty,0.029245209,-0.27147506,0.329965477,-0.026578432,0.026578432,0.601440536,0.525341972,-0.076098564,0.076098564,-0.04572994,0.04572994,0.581204169,7.400327455,5.009959889,2.400327455,2.400327455,0.009959889,0.009959889,1.812695404,2.131411079
43,69324df5-f807-47fe-8dd0-8a7db9b76270,union,-0.407975151,-0.682357631,-0.133592672,Union Membership Rate_Poverty Rate,-0.415636848,uncertainty,0.0237505,-0.176740492,0.224241492,-0.431725651,0.431725651,0.400981984,0.548764959,0.147782975,0.147782975,-0.439387348,0.439387348,0.982562773,7.400327455,5.009959889,2.400327455,2.400327455,0.009959889,0.009959889,1.812695404,2.131411079
44,69324df5-f807-47fe-8dd0-8a7db9b76270,union,-0.214503843,-0.405456624,-0.023551062,Union Membership Rate_State GDP Growth,-0.113353841,uncertainty,-0.278659672,-0.449674892,-0.107644453,0.064155829,0.064155829,0.342030439,0.381905561,0.039875122,0.039875122,0.165305831,0.165305831,0.388103848,7.400327455,5.009959889,2.400327455,2.400327455,0.009959889,0.009959889,1.812695404,2.131411079
45,69324df5-f807-47fe-8dd0-8a7db9b76270,union,0.361072228,0.122800681,0.599343776,Union Membership Rate_Median Income,0.460953319,uncertainty,-0.459235278,-0.72474864,-0.193721916,0.820307506,0.820307506,0.531026724,0.476543095,-0.054483629,0.054483629,0.920188597,0.920188597,0.891455848,7.400327455,5.009959889,2.400327455,2.400327455,0.009959889,0.009959889,1.812695404,2.131411079
46,69324df5-f807-47fe-8dd0-8a7db9b76270,union,-0.480975677,-0.73814134,-0.223810013,Union Membership Rate_Proportion Uninsured,-0.515061859,uncertainty,-0.333449636,-0.542420556,-0.124478717,-0.147526041,0.147526041,0.417941839,0.514331327,0.096389488,0.096389488,-0.181612223,0.181612223,0.812313389,7.400327455,5.009959889,2.400327455,2.400327455,0.009959889,0.009959889,1.812695404,2.131411079
47,69324df5-f807-47fe-8dd0-8a7db9b76270,union,0.156708702,-0.033558128,0.346975533,Union Membership Rate_Unemployment Rate,0.125821494,uncertainty,-0.296451479,-0.458346312,-0.134556647,0.453160182,0.453160182,0.323789665,0.380533661,0.056743996,0.056743996,0.422272973,0.422272973,1.073145123,7.400327455,5.009959889,2.400327455,2.400327455,0.009959889,0.009959889,1.812695404,2.131411079
48,9657d2f0-6797-4738-bd16-9413e216ea69,union,0.372789576,0.178168502,0.567410649,Union Membership Rate_Median Income,0.460953319,uncertainty,0.168030584,0.105160675,0.230900492,0.204758992,0.204758992,0.125739817,0.389242147,0.263502331,0.263502331,0.292922736,0.292922736,0.699020482,8.781988848,8.64431473,3.781988848,3.781988848,3.64431473,3.64431473,7.150307604,0.599287334
49,9657d2f0-6797-4738-bd16-9413e216ea69,union,-0.025182069,-0.230123403,0.179759264,Union Membership Rate_Income Inequality,-0.016484732,uncertainty,0.474319893,0.148586097,0.80005369,-0.499501963,0.499501963,0.651467594,0.409882667,-0.241584927,0.241584927,-0.490804625,0.490804625,1.01772057,8.781988848,8.64431473,3.781988848,3.781988848,3.64431473,3.64431473,7.150307604,0.599287334
50,9657d2f0-6797-4738-bd16-9413e216ea69,union,0.064650962,-0.154275533,0.283577458,Union Membership Rate_Unemployment Rate,0.125821494,uncertainty,-0.252128373,-0.571880267,0.067623521,0.316779335,0.316779335,0.639503788,0.437852992,-0.201650796,0.201650796,0.377949867,0.377949867,0.838151732,8.781988848,8.64431473,3.781988848,3.781988848,3.64431473,3.64431473,7.150307604,0.599287334
51,9657d2f0-6797-4738-bd16-9413e216ea69,union,-0.423099802,-0.704033053,-0.142166552,Union Membership Rate_Proportion Uninsured,-0.515061859,uncertainty,-0.529079045,-0.998925793,-0.059232296,0.105979242,0.105979242,0.939693497,0.561866501,-0.377826996,0.377826996,0.014017185,0.014017185,7.560664967,8.781988848,8.64431473,3.781988848,3.781988848,3.64431473,3.64431473,7.150307604,0.599287334
52,9657d2f0-6797-4738-bd16-9413e216ea69,union,-0.369530289,-0.599862624,-0.139197954,Union Membership Rate_Poverty Rate,-0.415636848,uncertainty,-0.206011857,-0.482711188,0.070687473,-0.163518432,0.163518432,0.553398661,0.460664671,-0.09273399,0.09273399,-0.209624991,0.209624991,0.780052183,8.781988848,8.64431473,3.781988848,3.781988848,3.64431473,3.64431473,7.150307604,0.599287334
53,9657d2f0-6797-4738-bd16-9413e216ea69,union,-0.154815842,-0.40496594,0.095334255,Union Membership Rate_State GDP Growth,-0.113353841,uncertainty,-0.001747821,-0.277663445,0.274167804,-0.153068022,0.153068022,0.551831249,0.500300195,-0.051531055,0.051531055,-0.11160602,0.11160602,1.371503268,8.781988848,8.64431473,3.781988848,3.781988848,3.64431473,3.64431473,7.150307604,0.599287334
54,9657d2f0-6797-4738-bd16-9413e216ea69,covid,-0.315291779,-0.448016818,-0.182566741,Vaccination Rate_Case Density,-0.337427469,uncertainty,-0.236762137,-0.373704247,-0.099820028,-0.078529642,0.078529642,0.273884218,0.265450077,-0.008434141,0.008434141,-0.100665331,0.100665331,0.780106128,8.984450785,8.976352307,3.984450785,3.984450785,3.976352307,3.976352307,7.887269055,7.90346601
55,9657d2f0-6797-4738-bd16-9413e216ea69,covid,-0.686590356,-0.793081066,-0.580099646,Vaccination Rate_Death Rate,-0.687874271,uncertainty,-0.931253501,-1,-0.750822415,0.244663145,0.244663145,0.249177585,0.212981419,-0.036196166,0.036196166,0.243379231,0.243379231,1.005275366,8.984450785,8.976352307,3.984450785,3.984450785,3.976352307,3.976352307,7.887269055,7.90346601
56,9657d2f0-6797-4738-bd16-9413e216ea69,covid,-0.192906879,-0.328454628,-0.057359131,Vaccination Rate_I.C.U. Capacity Ratio,-0.140887392,uncertainty,-0.655749882,-0.8556952,-0.455804564,0.462843003,0.462843003,0.399890635,0.271095497,-0.128795138,0.128795138,0.51486249,0.51486249,0.89896431,8.984450785,8.976352307,3.984450785,3.984450785,3.976352307,3.976352307,7.887269055,7.90346601
57,9657d2f0-6797-4738-bd16-9413e216ea69,covid,0.432843314,0.23368314,0.632003488,Vaccination Rate_Infection Rate,0.591449723,uncertainty,-0.092302708,-0.182748856,-0.001856559,0.525146022,0.525146022,0.180892297,0.398320348,0.217428051,0.217428051,0.68375243,0.68375243,0.768035328,8.984450785,8.976352307,3.984450785,3.984450785,3.976352307,3.976352307,7.887269055,7.90346601
58,9657d2f0-6797-4738-bd16-9413e216ea69,covid,-0.536307904,-0.75569444,-0.316921368,Vaccination Rate_Test Positivity Ratio,-0.543364649,uncertainty,0.473016583,0.267813793,0.678219373,-1.009324487,1.009324487,0.41040558,0.438773072,0.028367491,0.028367491,-1.016381232,1.016381232,0.99305699,8.984450785,8.976352307,3.984450785,3.984450785,3.976352307,3.976352307,7.887269055,7.90346601
59,9657d2f0-6797-4738-bd16-9413e216ea69,covid,0.09942631,-0.03360171,0.23245433,Vaccination Rate_Adverse Vaccination Events,0.141784191,uncertainty,-0.041882509,-0.101346035,0.017581017,0.141308819,0.141308819,0.118927051,0.26605604,0.147128989,0.147128989,0.1836667,0.1836667,0.769376369,8.984450785,8.976352307,3.984450785,3.984450785,3.976352307,3.976352307,7.887269055,7.90346601
60,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,union,0.157840735,-0.19006195,0.505743421,Union Membership Rate_Income Inequality,-0.016484732,hop,0.13957957,-0.233452658,0.512611797,0.018261166,0.018261166,0.746064455,0.695805371,-0.050259084,0.050259084,-0.156064301,0.156064301,0.117010524,8.177015275,8.973078381,3.177015275,3.177015275,3.973078381,3.973078381,5.013171014,6.97438103
61,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,union,0.289990675,-0.08910466,0.66908601,Union Membership Rate_Unemployment Rate,0.125821494,hop,0.500170951,-0.160363546,1,-0.210180276,0.210180276,1.160363546,0.75819067,-0.402172876,0.402172876,-0.374349457,0.374349457,0.561454737,8.177015275,8.973078381,3.177015275,3.177015275,3.973078381,3.973078381,5.013171014,6.97438103
62,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,union,-0.167346399,-0.422166766,0.087473968,Union Membership Rate_Proportion Uninsured,-0.515061859,hop,-0.146326073,-0.395256597,0.102604451,-0.021020326,0.021020326,0.497861047,0.509640734,0.011779687,0.011779687,-0.368735786,0.368735786,0.057006472,8.177015275,8.973078381,3.177015275,3.177015275,3.973078381,3.973078381,5.013171014,6.97438103
63,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,union,-0.229022911,-0.435033024,-0.023012799,Union Membership Rate_State GDP Growth,-0.113353841,hop,-0.054869819,-0.186861459,0.07712182,-0.174153092,0.174153092,0.263983279,0.412020226,0.148036946,0.148036946,-0.058484022,0.058484022,2.977789273,8.177015275,8.973078381,3.177015275,3.177015275,3.973078381,3.973078381,5.013171014,6.97438103
64,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,union,0.30122066,-0.143591168,0.746032489,Union Membership Rate_Median Income,0.460953319,hop,0.255186665,-0.086563944,0.596937274,0.046033995,0.046033995,0.683501217,0.889623657,0.20612244,0.20612244,0.205766655,0.205766655,0.223719413,8.177015275,8.973078381,3.177015275,3.177015275,3.973078381,3.973078381,5.013171014,6.97438103
65,b3817e45-d8ae-47fb-b882-9d1a3ad7ae43,union,-0.18678536,-0.454772913,0.081202192,Union Membership Rate_Poverty Rate,-0.415636848,hop,0.053160312,-0.178544787,0.284865411,-0.239945672,0.239945672,0.463410198,0.535975105,0.072564907,0.072564907,-0.46879716,0.46879716,0.511832606,8.177015275,8.973078381,3.177015275,3.177015275,3.973078381,3.973078381,5.013171014,6.97438103
